SpeciesName,Flower color,Flower sex,Flowering lag time: number of days from exposition start to flowering,Flowering requirement (requirement for fertility),Fruit type,Plant flowering,Plant growth form,Plant growth temperature range,Plant height,Plant human usage types,Plant lifespan (longevity),Plant lifespan: age trees reach in forested stands,Plant woodiness,Seed germination base temperature,Seed germination base water potential,Seed germination lag time,Seed germination requirement,Seed germination temperature,Seed germination type,Wood growth ring distinction
#Acacia baileyana F.Muell.,,,,,dry,,,,,,,,,,,,,,,
#Acacia dealbata Link,,,,,dry,,,,,,,,,,,,,,,
#Acacia decurrens Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia elata A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia iteaphylla F.Muell. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia longifolia (Andrews) Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia mearnsii De Wild.,,,,,dry,,,,,,,,,,,,,,,
#Acacia podalyriifolia A.Cunn. ex G.Don,,,,,dry,,,,,,,,,,,,,,,
#Acacia pycnantha Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia saligna (Labill.) H.L.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Acacia spectabilis A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Hakea sericea Schrad. & J.C.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Senna barclayana (Sweet) Randell,,,,,dry,,,,,,,,,,,,,,,
Ruellia alopecuroidea,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia amoena,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia amplexicaule (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia anaticollis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia angustiflora,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia angustiflora (Nees) Lindau ex Rambo,,,,,,,No,,,,,,,,,,,,,
Ruellia angustifolia,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia angustior Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia ansericollis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia anthracina,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia antipoda,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia aspera,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia baurii,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia bignoniiflora,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia biolleyi,,,,,,,Herb,,,,,,,,,,,,,
Ruellia blechum,,,,,,,Herb,,,,,,,,,,,,,
Ruellia blechum L.,,,,,,,No,,,,,,,,,,,,,
Ruellia boranica Ensermu,blue,,,,capsule,,herb,,,,,,,,,,,,,
Ruellia bourgaei,,,,,,,Herb,,,,,,,,,,,,,
Ruellia brachysiphon,,,,,,,Herb,,,,,,,,,,,,,
Ruellia brachysiphon (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia bracteata,,,,,,,,,,,,,H,,,,,,,
Ruellia brandbergensis,,,,,,,herb/shrub/non-woody/woody,,,,perennial,,non-woody/woody,,,,,,,
Ruellia brasiliensis,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia breedlovei,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia brevicaulis,,,,,,,Subshrub,,,,,,,,,,,,,
Ruellia brevicaulis (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia brevifolia,,,,,,,Herb,,,,,,woody,,,,,,,
Ruellia brevifolia (Pohl) C.Ezcurra,,,,,,,No,,,,,,,,,,,,,
Ruellia brittoniana,,,,,,,herb/shrub/non-woody/woody,,,,,,non-woody/woody,,,,,,,
Ruellia bulbifera,,,,,,,Herb,,,,,,,,,,,,,
Ruellia bulbifera Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia caerulea,,,,,,,"Forb/herb, Subshrub",,,,,,,,,,,,,
Ruellia californica,,,,,,,Shrub,,,,,,,,,,,,,diffuse
Ruellia capitata Rizzini,,,,,,,No,,,,,,,,,,,,,
Ruellia capuronii,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia carnea,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia caroliniensis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. caroliniensis,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. caroliniensis var. serrulata,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. caroliniensis var. succulenta,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. ciliosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. ciliosa var. cinerascens,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia caroliniensis ssp. ciliosa var. heteromorpha,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia chariessa,,,,,,,Herb,,,,,,,,,,,,,
Ruellia chartacea,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia ciconiicollis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia ciliatiflora,,,,,,,Herb,,,,,,,,,,,,,
Ruellia ciliosa,,,,,,,Herb,,,,,,,,,,,,,
Ruellia coccinea,,,,,,,"Subshrub, Shrub, Forb/herb",,,,,,,,,,,,,
Ruellia coerulea,,,,,,,Herb,,,,,,,,,,,,,
Ruellia colonensis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia colorata,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia consocialis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia conzattiana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia cooperi,,,,,,,Herb,,,,,,,,,,,,,
Ruellia cordata,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia cordifolia,,,,,,,Subshrub,,,,,,,,,,,,,
Ruellia corzoi,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia costata (Nees) Hiern,,,,,,,No,,,,,,,,,,,,,
Ruellia cupheoides,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia currorii,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia cyanea,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia davisiorum,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia decaryi,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia densa (Nees) Hiern,,,,,,,No,,,,,,,,,,,,,
Ruellia dequairei,,,,,,,Climber,,,,,,,,,,,,,
Ruellia detonsa,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia devosiana,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia diffusa Nees,,,,,,,No,,,,,,,,,,,,,
Ruellia dioscoridis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia dissidens,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia dissitifolia (Nees) Hiern,,,,,,,No,,,,,,Herb,,,,,,,
Ruellia diversifolia,,,,,,,Shrub,,,,perennial,,woody,,,,,,,
Ruellia diversifolia S. Moore,orange,,,,capsule,,herb,,,,,,,,,,,,,
Ruellia donnell-smithii,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia drummondiana,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia drushelii,,,,,,,Herb,,,,,,,,,,,,,
Ruellia drushelii var. drushelii,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia drushelii var. macrocarpa,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia dulcis,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia elliptica,,,,,,,Herb,,,,,,,,,,,,,
Ruellia epallocaulos,,,,,,,Herb,,,,,,,,,,,,,
Ruellia erythropus,,,,,,,Herb,,,,,,,,,,,,,
Ruellia erythropus (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia eumorphantha,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia eurycodon Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia exserta,,,,,,,Climber,,,,,,,,,,,,,
Ruellia exserta Wassh. & J.R.I.Wood,,,,,,,No,,,,,,,,,,,,,
Ruellia fiherenensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia floribunda,,,,,,,Herb,,,,,,,,,,,,,
Ruellia foetida,,,,,,,Herb,,,,,,,,,,,,,
Ruellia fulgida,,,,,,,Herb,,,,,,,,,,,,,
Ruellia geminiflora,,,,,,,Herb,,,,,,non-woody,,,,,,,
Ruellia geminiflora Kunth,,,,,,,No,,,,,,Herb,,,,,,,
Ruellia glanduloso-punctata,,,,,,,Shrub/Subshrub,,,,,,,,,,,,,
Ruellia glischrocalyx,,,,,,,Herb,,,,,,,,,,,,,
Ruellia golfodulcensis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia gracilis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia graecizans,,,,,,,Herb,,,,,,,,,,,,,
Ruellia haenkeana,,,,,,,Subshrub,,,,,,,,,,,,,
Ruellia hapalotricha Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia harveyana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia helianthema (Nees) Profice,,,,,,,No,,,,,,,,,,,,,
Ruellia heteromorpha,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia heterosepala,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia hookeriana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia humboldtiana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia humifusa,,,,,,,Herb,,,,,,,,,,,,,
Ruellia humilis,,,,,,,H,,,,perennial,,H,,,,,,,
Ruellia humilis Nutt.,Purple,,,Low,,,Forb/herb,,,No,Perennial,,,,,,No,,,
Ruellia humistrata,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia hybrida,,,,,,,Herb,,,,,,,,,,,,,
Ruellia hygrophila,,,,,,,Herb,,,,,,,,,,,,,
Ruellia hygrophila Mart.,,,,,,,No,,,,,,,,,,,,,
Ruellia hypericoides,,,,,,,Herb,,,,,,,,,,,,,
Ruellia incomta (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia indecora,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia inflata,,,,,,,Vine,,,,,,,,,,,,,
Ruellia inflata Rich.,,,,,,,No,,,,,,,,,,,,,
Ruellia insignis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia inundata,,,,,,,Herb,,,,,,,,,,,,,
Ruellia jaliscana,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia jussieuoides,,,,,,,Herb,,,,,,,,,,,,,
Ruellia jussieuoides Schltdl. & Cham.,,,,,,,No,,,,,,,,,,,,,
Ruellia lacustris,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia laevilinguis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia latisepala,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia linearibracteolata,,,,,,,herb/shrub/non-woody/woody,,,,,,non-woody/woody,,,,,,,
Ruellia linifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia longipedunculata,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia longissima,,,,,,,Herb,,,,,,,,,,,,,
Ruellia longituba,,,,,,,Herb,,,,,,,,,,,,,
Ruellia lorentziana,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia lyrata,,,,,,,herb/shrub/non-woody/woody,,,,,,non-woody/woody,,,,,,,
Ruellia macrantha (Mart. ex Ness) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia macrophylla,,,,,,,Herb,,,,,,,,,,,,,
Ruellia macrosolen,,,,,,,Herb,,,,,,,,,,,,,
Ruellia magniflora,,,,,,,Herb,,,,,,,,,,,,,
Ruellia magniflora C.Ezcurra,,,,,,,No,,,,,,,,,,,,,
Ruellia makoyana,,,,,,,Herb,,,,,,non-woody/woody,,,,,,,
Ruellia malacophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia malacosperma,,,,,,,Herb,,,,,,H,,,,,,,
Ruellia matagalpae,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia matudae,,,,,,,Herb,,,,,,,,,,,,,
Ruellia megasphaera,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia metallica,,,,,,,Herb,,,,,,H,,,,,,,
Ruellia metziae,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia misera,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia molinae,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia monanthos,,,,,,,herb/shrub/non-woody/woody,,,,,,non-woody/woody,,,,,,,
Ruellia morongii,,,,,,,herb,,,,,,non-woody,,,,,,,
Ruellia muelleri,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia multifolia,,,,,,,Herb,,,,,,,,,,,,,
Ruellia multifolia (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia multisetosa,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia neesiana (Mart. ex Ness) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia neoneesiana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia nitens (Nees) Wassh.,,,,,,,No,,,,,,,,,,,,,
Ruellia nitida,,,,,,,Herb,,,,,,,,,,,,,
Ruellia nobilis (S.Moore) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia noctiflora,,,,,,,Herb,,,,,,,,,,,,,
Ruellia novogaliciana,,,,,,,Herb,,,,,,non-woody/woody,,,,,,,
Ruellia nudiflora,,,,,,,herb,,,,,,non-woody/woody,,,,,,,
Ruellia nudiflora var. nudiflora,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia nudiflora var. runyonii,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia nummularia,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia oblongifolia,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia occidentalis,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia ochroleuca,,,,,,,Herb,,,,,,,,,,,,,
Ruellia otaviensis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia palmeri,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia palustris,,,,,,,Herb,,,,,,,,,,,,,
Ruellia paniculata,,,,,,,Herb,,,,,,,,,,,,,
Ruellia paniculata L.,,,,,,,No,,,,,,,,,,,,,
Ruellia parryi,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia parviflora,,,,,,,Herb,,,,,,,,,,,,,
Ruellia patula,,,,,,,Herb,,,,perennial,,non-woody,,,,,,,
Ruellia patula Jacq.,blue,,,,capsule,,herb,,,,,,,,,,,,,
Ruellia paulayana,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia pearcei,,,,,,,Herb,,,,,,,,,,,,,
Ruellia pedunculata,,,,,,,Herb,,,,,,,,,,,,,
Ruellia pedunculata ssp. pedunculata,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia pedunculata ssp. pinetorum,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia peninsularis,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia pennellii,,,,,,,Herb/Tree,,,,,,,,,,,,,
Ruellia pereducta,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia petiolaris,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia phyllocalyx,,,,,,,Herb,,,,,,,,,,,,,
Ruellia pilosa,,,,,,,Herb,,,,,,,,,,,,,
Ruellia pinetorum,,,,,,,Herb,,,,,,,,,,,,,
Ruellia pittieri,,,,,,,Herb,,,,,,,,,,,,,
Ruellia poissonii,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia potamophila,,,,,,,Herb,,,,,,,,,,,,,
Ruellia praeclara,,,,,,,Terrestrial Herb,,,,,,,,,,,,,
Ruellia pringlei,,,,,,,Herb,,,,,,,,,,,,,
Ruellia prostrata,,,,,,,Herb,,,,,,H,,,,,,,
Ruellia prostrata Poir.,blue,,,,capsule,,herb,,,,,,,,,,,,,
Ruellia proxima,,,,,,,Herb,,,,,,,,,,,,,
Ruellia puri,,,,,,,Herb,,,,,,,,,,,,,
Ruellia purshiana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia quadrifaria,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia quadrisepala,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia quartziticola,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia rasa Hiern,,,,,,,No,,,,,,,,,,,,,
Ruellia reptans,,,,,,,Forb/herb,,,,,,,,,,,,,
Ruellia rufipila Rizzini,,,,,,,No,,,,,,,,,,,,,
Ruellia ruiziana,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia runyonii,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia saccifera,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia salviifolius (Nees) Profice,,,,,,,No,,,,,,,,,,,,,
Ruellia sanguinea,,,,,,,Herb,,,,,,,,,,,,,
Ruellia simplex,,,,,,,Herb,,,,,,,,,,,,,
Ruellia simplex C.Wright,blue,,,,capsule,,herb,,,,,,,,,,,,,
Ruellia simplex Wright,,,,,,,No,,,,,,,,,,,,,
Ruellia sindica,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia sp,,,,,,,herb/shrub,,,,annual/perennial,,non-woody/woody,,,,,,,
Ruellia sp1,,,,,,,,,,,,,non-woody,,,,,,,
Ruellia spatulifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia standleyi,,,,,,,Terrestrial Herb,,,,,,,,,,,,,
Ruellia stelligera,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia stemonacanthoides,,,,,,,Terrestrial Herb,,,,,,,,,,,,,
Ruellia stenophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia strepens,,,,,,,Forb,,,,,,non-woody,,,,,,,
Ruellia strepens L.,Purple,,,Medium,,,Forb/herb,,,No,Perennial,,,,,,No,,,
Ruellia strictopaniculata,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia subsessilis (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia succulenta,,,,,,,Herb,,,,,,,,,,,,,
Ruellia tachiadena,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia tarapotana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia terminale,,,,,,,Herb,,,,,,,,,,,,,
Ruellia terminalis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia thyrsostachya,,,,,,,Herb,,,,,,,,,,,,,
Ruellia tonduzii,,,,,,,Herb,,,,,,,,,,,,,
Ruellia trachyphylla Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia transitoria,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia tuberosa,,,,,,,Herb,,,,,,non-woody,,,,,,,
Ruellia tubiflora,,,,,,,Terrestrial Herb,,,,,,,,,,,,,
Ruellia turbinis,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia tuxtlensis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia tweediana,,,,,,,Shrub,,,,,,,,,,,,,
Ruellia tweedii,,,,,,,Herb,,,,,,,,,,,,,
Ruellia verbasciformis (Nees ex Mart.) C.Ezcurra & Zappi,,,,,,,No,,,,,,,,,,,,,
Ruellia villosa (Nees) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia viscidula (Mart. ex Ness) Lindau,,,,,,,No,,,,,,,,,,,,,
Ruellia willdenoviana,,,,,,,Herb,,,,,,,,,,,,,
Ruellia woodii,,,,,,,Free-standing,,,,,,,,,,,,,
Ruellia yucatana,,,,,,,"Subshrub, Forb/herb",,,,,,,,,,,,,
Ruellia yurimaguensis,,,,,,,Herb,,,,,,,,,,,,,
Ruellia_californica,,,,,,,self,,,,,,,,,,,,,
Ruelliopsis damarensis,,,,,,,Herb,,,,,,non-woody,,,,,,,
Ruelliopsis setosa,,,,,,,Free-standing,,,,,,,,,,,,,
Rufacer carolinianum,,,,,,,Tree,,,,,,,,,,,,,
Rufacer drummondii,,,,,,,Tree,,,,,,,,,,,,,
Rufacer rubrum,,,,,,,Tree,,,,,,,,,,,,,
Rufodorsia cerricola,,,,,,,Herb,,,,,,,,,,,,,
Rufodorsia congestiflora,,,,,,,Terrestrial Herb,,,,,,,,,,,,,
Rufodorsia intermedia,,,,,,,Epiphyte/Tree,,,,,,,,,,,,,
Rufodorsia major,,,,,,,Epiphyte,,,,,,W,,,,,,,
Rufodorsia minor,,,,,,,Epiphyte,,,,,,,,,,,,,
Rugelia NA,,,,,,,Forb/herb,,,,,,,,,,,,,
Rugelia nudicaulis,,,,,,,Herb,,,,,,,,,,,,,
Rugoloa hylaeica (Mez) Zuloaga,,,,,,,No,,,,,,,,,,,,,
Rugoloa polygonata (Schrad.) Zuloaga,,,,,,,No,,,,,,,,,,,,,
Ruizia cordata,,,,,,,,,,,,,W,,,,,,,
Ruizodendron ovale,,,,,apocarpous,,tree,,,,,,woody,,,,,,,
Ruizterania albiflora,,,,,,,Tree,,,,perennial,,W,,,,,,,
Ruizterania albiflora (Warm.) Marcano-Berti,,,,,,,A,,,,,,,,,,,,,
Ruizterania clavata,,,,,,,Tree,,,,,,,,,,,,,
Ruizterania esmeraldae,,,,,,,trees,,,,,,,,,,,,,
Ruizterania ferruginea,,,,,,,Tree,,,,,,,,,,,,,
Ruizterania gardneriana,,,,,,,Tree,,,,,,,,,,,,,
Ruizterania gardneriana (Warm.) Marc.-Berti,,,,,,,No,,,,,,,,,,,,,
Ruizterania obtusata,,,,,,,Tree,,,,,,,,,,,,,
Ruizterania retusa,,,,,,,Tree,,,,,,W,,,,,,,
Ruizterania rubiginosa,,,,,,,trees,,,,,,,,,,,,,
Ruizterania sp,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Ruizterania trichanthera,,,,,,,Tree,,,,,,,,,,,,,
Ruizterania wittrockii,,,,,,,Tree,,,,,,,,,,,,,
Rulingia corylifolia,,,,,,,Free-standing,,,,,,,,,,,,,
Rulingia craurophylla,,,,,,,woody,,,,,,W,,,,,,,
Rulingia cygnorum,,,,,,,woody,,,,,,W,,,,,,,
Rulingia dasyphylla,,,,,,,woody,,,,,,W,,,,,,,
Rulingia densiflora,,,,,,,,,,,,,W,,,,,,,
Rulingia grandiflora,,,,,,,,,,,,,W,,,,,,,
Rulingia hermanniifolia,,,,,,,woody,,,,,,W,,,,,,,
Rulingia loxophylla,,,,,,,Free-standing,,,,,,,,,,,,,
Rulingia luteiflora,,,,,,,,,,,,,W,,,,,,,
Rulingia madagascariensis,,,,,,,,,,,,,W,,,,,,,
Rulingia magniflora,,,,,,,W,,,,,,W,,,,,,,
Rulingia magniflora F.Muell.,,,,,,,S,,,,,,,,,,,,,
Rulingia pannosa,,,,,,,,,,,,,W,,,,,,,
Rulingia procumbens,,,,,,,,,,,,,W,,,,,,,
Rulingia prostrata,,,,,,,woody,,,,,,W,,,,,,,
Rulingia rugosa,,,,,,,Free-standing,,,,,,,,,,,,,
Rulingia salviifolia,,,,,,,W,,,,,,W,,,,,,,
Rumex,,,,,,,HS,,,,,,,,,,,,,
Rumex  gmelinii,,,,,,,shrub,,,,,,,,,,,,,
Rumex - heterophyllus Schultz,,,,,,,herb,,,,,,,,,,,,,
Rumex - hybridus Kindb.,,,,,,,herb,,,,,,,,,,,,,
Rumex - muretii Hausskn.,,,,,,,herb,,,,,,,,,,,,,
Rumex - pratensis Mert. & W.D.J.Koch,,,,,,,herb,,,,,,,,,,,,,
Rumex - ujskensis Rech.f.,,,,,,,herb,,,,,,,,,,,,,
Rumex A-acutus,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex A-alexidis,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex A-confusus,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex A-dissimilis,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex A-franktonis,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex NA,,,,,,,"Forb/herb,Shrub,Subshrub,Vine",,,,,,,,,,,,,
Rumex abyssinicus,,,,,,,Herb,,,,,,non-woody,,,,,,,
Rumex abyssinicus Jacq.,brown,hermaphrodite,,,nut,,herb,,,,perennial,,,,,,,,,
Rumex acetosa,rötlichgrün,dioecious,,,nut,,herbaceous dicotyl,,0.3,,perennial,,0,,,,no,6.0,epigeal,
Rumex acetosa acetosa,,,,,,,Scap,,,,,,,,,,,,,
Rumex acetosa ssp. acetosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex acetosa ssp. alpestris,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex acetosa ssp. pseudoxyria,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex acetosa ssp. thyrsiflorus,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex acetosa subsp. acetosa,,,,,,,Perennial forb,,,,,,,,,,,,,
Rumex acetosella,grünlich oder rötlich,dioecious,,,nut,,herbaceous dicotyl,,0.05,,perennial,,0,,,,yes,16.0,epigeal,
Rumex acetosella L. ssp. multifidus (L.) Arcangeli,,,,,dry,,perennial forb,,,,,,,,,,,,,
Rumex acetosella s. acetosella v. tenuifolius,,,,,,,,,,,perennials,,,,,,,,,
Rumex acetosella ssp. acetosella,,,,,,,erect,,,,perennial,,not woody,,,,,,,
Rumex acetosella ssp. multifidus,,,,,,,Herb (H),,,,,,,,,,,,,
Rumex acetosella ssp. pyrenaica,,,,,,,,,,,perennial,,,,,,,,,
Rumex acetosella subsp. acetosella,,,,,,,,,0.1,,,,,,,,,,,
Rumex acetosella subsp. angiocarpus,,,,,,,herb,,,,,,,,,,,,,
Rumex acetosella subsp. multifidus,,,,,,,,,0.1,,,,,,,,,,,
Rumex acetosella subsp. pyrenaicus,,,,,,,,,0.1,,,,,,,,,,,
Rumex acetosella subsp. tenuifolius,,,,,,,,,0.05,,,,,,,,,,,
Rumex acetosella var. tenuifolius,,,,,,,,,,,perennial,,,,,,,,,
Rumex acutus,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex albescens,,,,,,,Shrub,,,,,,non-woody,,,,,,,
Rumex albescens Hillebr.,,monoecy,,,,,shrub,,,,perennial,,,,,,,,,
Rumex alcockii,,,,,,,Free-standing,,,,,,,,,,,,,
Rumex alexidis,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex alluvius,,,,,,,herb/non-woody,,,,,,non-woody,,,,,,,
Rumex alpestris,,,,,,,Forbs,,,,perennial,,non-woody,,,,,,,
Rumex alpestris Jacq.,,dioecy,,,,,forb,,,,2.0,,,,,,,,,1
Rumex alpinus,grünlich,hermaphroditic,,,nut,,Stem erect,,0.2,,always pluriennial-pollakanthic,,non-woody,,,,,,,
Rumex altissimus,,,,,,,herb,,,,perennial,,non-woody,,,,,,,
Rumex amurensis F. Schmidt ex Maxim.,,hermaphrodite,,,,,herb,,,,annual,,,,,,,,,
Rumex andinus Rech. f.,,,,,,,herb,,,,,,,,,,,,,
Rumex angiocarpus,,,,,,,Forb/herb,,,,,,,,,,,,,
Rumex angulatus,,,,,,,Free-standing,,,,,,,,,,,,,
Rumex angulatus Rech. f.,,hermaphrodite,,,,,herb,,,,perennial,,,,,,,,,
Rumex aquaticus,grünlich,hermaphroditic,,,nut,,Stem erect,,,,always pluriennial-pollakanthic,,non-woody,,,,,,,
Rumex aquaticus subsp. aquaticus,,,,,,,,,0.8,,,,,,,,,,,
